FECHA,INCIDENTE,CANT_INCIDENTES
Dec 1 2018,HERIDOS,2974
Dec 1 2018,HURTO EFECTUADO,3529
Dec 1 2018,INCENDIO CON MATPEL,34
Dec 1 2018,INCENDIO ESTRUCTURAL,1163
Dec 1 2018,INCENDIO FORESTAL,1346
Dec 1 2018,INCENDIO VEHICULAR,172
Dec 1 2018,INCIDENTE RESCATE ACUATICO,13
Dec 1 2018,INCONSCIENTE/PARO CARDIORRESPIRATORIO,3870
Dec 1 2018,INDEBIDO USO DE ESTABLECIMIENTO,421
Dec 1 2018,INFORMACION CONFIDENCIAL,498
Dec 1 2018,INTENTO DE SUICIDIO,827
Dec 1 2018,INTENTO/VIOLACION DE DOMICILIO,893
Dec 1 2018,INTOXICACION,669
Dec 1 2018,INUNDACION,126
Dec 1 2018,INVASION DE TERRENO O EDIFICIO,150
Dec 1 2018,LESIONES PERSONALES,7355
Dec 1 2018,MALTRATO,1545
Dec 1 2018,MALTRATO A MUJER,13126
Dec 1 2018,MANIFESTACION / MOTIN,273
Dec 1 2018,MATPEL,405
Dec 1 2018,MENOR EN ESTABLECIMIENTO MAYORES,86
Dec 1 2018,MENOR O PERSONA ABANDONADA,551
Dec 1 2018,MOVILIDAD / SEÑALIZACION,4038
Dec 1 2018,MUERTE NATURAL,403
Dec 1 2018,MUERTO,131
Dec 1 2018,NARCOTICOS,7765
Dec 1 2018,PANDILLAS JUVENILES,96
Dec 1 2018,PATOLOGIA GINECOBSTETRICA,496
Dec 1 2018,PERSONA O VEHICULO SOSPECHOSO,9126
Dec 1 2018,PERSONA PIDIENDO AUXILIO,1271
Dec 1 2018,PERSONA TENDIDA EN LA VIA,747
Dec 1 2018,POLVORA,4181
Dec 1 2018,PORTE ILEGAL DE ARMAS,2111
Dec 1 2018,QUEMADURAS,39
Dec 1 2018,QUEMAS PROHIBIDAS,1012
Dec 1 2018,RAPTO / SECUESTRO,772
Dec 1 2018,REMISION DINEROS / ACOMPAÑAMIENTO,4853
Dec 1 2018,RESCATES,167
Dec 1 2018,RESCATES MONTAÑA,4
Dec 1 2018,RESTOS HUMANOS,14
Dec 1 2018,RIÑA,48166
Dec 1 2018,SANGRADO VAGINAL,50
Dec 1 2018,SINTOMAS GASTROINTESTINALES,1166
Dec 1 2018,SOLICITUD APOYO / DESACATO,1008
Dec 1 2018,SUPLANTACION DE PROFESION U OFICIO,390
Dec 1 2018,TRASTORNO MENTAL,1928
Dec 1 2018,VEHICULO ABANDONADO/MAL ESTACIONADO,8377
Dec 1 2018,VEHICULO HURTADO,1224
Dec 1 2018,VEHICULO PELIGROSO,3239
Dec 1 2018,VEHICULO RECUPERADO,114
Dec 1 2018,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,1347
Dec 1 2018,VERIFICAR SITUACION,15442
Dec 1 2018,VIOLENCIA SEXUAL,316
Feb 1 2014,ABEJAS,614
Feb 1 2014,ABORTO,22
Feb 1 2014,ABRIR DOMICILIO,120
Feb 1 2014,ACCIDENTE CEREBRO VASCULAR,3299
Feb 1 2014,ACCIDENTE DE AVIACION,1
Feb 1 2014,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,14463
Feb 1 2014,ACCIDENTE TRANSITO SIMPLE,16305
Feb 1 2014,ACCION SUBVERSIVA,2
Feb 1 2014,ACTOS CONTRA EL AMBIENTE,1379
Feb 1 2014,ALARMA,1219
Feb 1 2014,ALTERACION DEL ORDEN PUBLICO,15094
Feb 1 2014,AMENAZA DE RUINA,53
Feb 1 2014,ANIMAL ATRAPADO,247
Feb 1 2014,ANIMAL MALTRATADO,856
Feb 1 2014,ANIMAL PELIGROSO,1007
Feb 1 2014,ATRACO / HURTO EN PROCESO,9557
Feb 1 2014,CAIDA DE ALTURA,3938
Feb 1 2014,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,1924
Feb 1 2014,DAÑOS EN SERVICIOS PUBLICOS,2603
Feb 1 2014,DELINCUENTE CAPTURADO POR CIVIL,1458
Feb 1 2014,DESARME,1
Feb 1 2014,DESLIZAMIENTO,14
Feb 1 2014,DISPAROS,1205
Feb 1 2014,DOLOR TORACICO,1005
Feb 1 2014,ELECTROCUCION / RESCATE,49
Feb 1 2014,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,353
Feb 1 2014,EMBRIAGUEZ,2991
Feb 1 2014,ENFERMO,3772
Feb 1 2014,EVENTO RESPIRATORIO,3374
Feb 1 2014,EXPLOSION,92
Feb 1 2014,EXTRAVIADOS / DESAPARECIDOS,1832
Feb 1 2014,FUGA DE GAS NATURAL O PROPANO,1118
Feb 1 2014,FUGA DE PRESOS,123
Feb 1 2014,HABITANTE DE LA CALLE,1808
Feb 1 2014,HALLAZGO DE EXPLOSIVOS,99
Feb 1 2014,HURTO EFECTUADO,2728
Feb 1 2014,INCENDIO CON MATPEL,30
Feb 1 2014,INCENDIO ESTRUCTURAL,1015
Feb 1 2014,INCENDIO FORESTAL,1469
Feb 1 2014,INCENDIO VEHICULAR,242
Feb 1 2014,INCIDENTE RESCATE ACUATICO,37
Feb 1 2014,INCONSCIENTE/PARO CARDIORRESPIRATORIO,5606
Feb 1 2014,INDEBIDO USO DE ESTABLECIMIENTO,292
Feb 1 2014,INFORMACION CONFIDENCIAL,932
Feb 1 2014,INTENTO DE SUICIDIO,599
Feb 1 2014,INTENTO/VIOLACION DE DOMICILIO,994
Feb 1 2014,INTOXICACION,793
Feb 1 2014,INUNDACION,272
Feb 1 2014,INVASION DE TERRENO O EDIFICIO,125
Feb 1 2014,LESIONES PERSONALES,6545
Feb 1 2014,MALTRATO,2365
Feb 1 2014,MANIFESTACION / MOTIN,664
Feb 1 2014,MATPEL,295
Feb 1 2014,MENOR EN ESTABLECIMIENTO MAYORES,108
Feb 1 2014,MENOR O PERSONA ABANDONADA,527
Feb 1 2014,MOVILIDAD / SEÑALIZACION,4901
Feb 1 2014,MUERTE NATURAL,296
Feb 1 2014,MUERTO,131
Feb 1 2014,NARCOTICOS,4773
Feb 1 2014,PANDILLAS JUVENILES,582
Feb 1 2014,PATOLOGIA GINECOBSTETRICA,1213
Feb 1 2014,PERSONA O VEHICULO SOSPECHOSO,10349
Feb 1 2014,PERSONA PIDIENDO AUXILIO,1096
Feb 1 2014,PERSONA TENDIDA EN LA VIA,931
Feb 1 2014,PORTE ILEGAL DE ARMAS,1835
Feb 1 2014,QUEMADURAS,54
Feb 1 2014,QUEMAS PROHIBIDAS,648
Feb 1 2014,RAPTO / SECUESTRO,636
Feb 1 2014,REMISION DINEROS / ACOMPAÑAMIENTO,5356
Feb 1 2014,RESCATES,110
Feb 1 2014,RESCATES MONTAÑA,3
Feb 1 2014,RESTOS HUMANOS,13
Feb 1 2014,RIÑA,37129
Feb 1 2014,SINTOMAS GASTROINTESTINALES,1948
Feb 1 2014,SISMO,2
Feb 1 2014,SOLICITUD APOYO / DESACATO,1293
Feb 1 2014,SUPLANTACION DE PROFESION U OFICIO,365
Feb 1 2014,TRASTORNO MENTAL,2391
Feb 1 2014,VEHICULO ABANDONADO/MAL ESTACIONADO,7540
Feb 1 2014,VEHICULO HURTADO,1007
Feb 1 2014,VEHICULO PELIGROSO,3671
Feb 1 2014,VEHICULO RECUPERADO,80
Feb 1 2014,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,3156
Feb 1 2014,VERIFICAR SITUACION,15336
Feb 1 2014,VIOLENCIA SEXUAL,978
Feb 1 2015,ABEJAS,647
Feb 1 2015,ABORTO,20
Feb 1 2015,ABRIR DOMICILIO,138
Feb 1 2015,ACCIDENTE CEREBRO VASCULAR,3259
Feb 1 2015,ACCIDENTE DE AVIACION,1
Feb 1 2015,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,18319
Feb 1 2015,ACCIDENTE TRANSITO SIMPLE,19458
Feb 1 2015,ACCION SUBVERSIVA,4
Feb 1 2015,ACTOS CONTRA EL AMBIENTE,2134
Feb 1 2015,ALARMA,1897
Feb 1 2015,ALTERACION DEL ORDEN PUBLICO,17939
Feb 1 2015,AMENAZA DE RUINA,25
Feb 1 2015,ANIMAL ATRAPADO,249
Feb 1 2015,ANIMAL MALTRATADO,1333
Feb 1 2015,ANIMAL PELIGROSO,956
Feb 1 2015,ATRACO / HURTO EN PROCESO,9383
Feb 1 2015,CAIDA DE ALTURA,4628
Feb 1 2015,CONVULSION,106
Feb 1 2015,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2494
Feb 1 2015,DAÑOS EN SERVICIOS PUBLICOS,2754
Feb 1 2015,DELINCUENTE CAPTURADO POR CIVIL,1712
Feb 1 2015,DESARME,1
Feb 1 2015,DESLIZAMIENTO,2
Feb 1 2015,DISPAROS,1199
Feb 1 2015,DOLOR TORACICO,1182
Feb 1 2015,ELECTROCUCION / RESCATE,36
Feb 1 2015,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,512
Feb 1 2015,EMBRIAGUEZ,2846
Feb 1 2015,EMERGENCIA AEREA,17
Feb 1 2015,ENFERMO,3870
Feb 1 2015,EVENTO RESPIRATORIO,3392
Feb 1 2015,EXHIBICIONES Y/O ACTOS OBSCENOS,524
Feb 1 2015,EXPLOSION,138
Feb 1 2015,EXTRAVIADOS / DESAPARECIDOS,1861
Feb 1 2015,FUGA DE GAS NATURAL O PROPANO,1025
Feb 1 2015,FUGA DE PRESOS,97
Feb 1 2015,HABITANTE DE LA CALLE,2052
Feb 1 2015,HALLAZGO DE EXPLOSIVOS,175
Feb 1 2015,HERIDOS,14
Feb 1 2015,HURTO EFECTUADO,3234
Feb 1 2015,INCENDIO CON MATPEL,23
Feb 1 2015,INCENDIO EN AERONAVE,7
Feb 1 2015,INCENDIO ESTRUCTURAL,981
Feb 1 2015,INCENDIO FORESTAL,1257
Feb 1 2015,INCENDIO VEHICULAR,191
Feb 1 2015,INCIDENTE RESCATE ACUATICO,14
Feb 1 2015,INCONSCIENTE/PARO CARDIORRESPIRATORIO,5659
Feb 1 2015,INDEBIDO USO DE ESTABLECIMIENTO,235
Feb 1 2015,INFORMACION CONFIDENCIAL,844
Feb 1 2015,INTENTO DE SUICIDIO,738
Feb 1 2015,INTENTO/VIOLACION DE DOMICILIO,1016
Feb 1 2015,INTOXICACION,780
Feb 1 2015,INUNDACION,113
Feb 1 2015,INVASION DE TERRENO O EDIFICIO,221
Feb 1 2015,LESIONES PERSONALES,6699
Feb 1 2015,MALTRATO,2461
Feb 1 2015,MALTRATO A MUJER,8324
Feb 1 2015,MANIFESTACION / MOTIN,311
Feb 1 2015,MATPEL,278
Feb 1 2015,MENOR EN ESTABLECIMIENTO MAYORES,106
Feb 1 2015,MENOR O PERSONA ABANDONADA,568
Feb 1 2015,MOVILIDAD / SEÑALIZACION,5091
Feb 1 2015,MUERTE NATURAL,193
Feb 1 2015,MUERTO,157
Feb 1 2015,NARCOTICOS,5022
Feb 1 2015,PANDILLAS JUVENILES,471
Feb 1 2015,PATOLOGIA GINECOBSTETRICA,1164
Feb 1 2015,PERSONA O VEHICULO SOSPECHOSO,10563
Feb 1 2015,PERSONA PIDIENDO AUXILIO,1137
Feb 1 2015,PERSONA TENDIDA EN LA VIA,958
Feb 1 2015,PORTE ILEGAL DE ARMAS,2029
Feb 1 2015,PREVENCION,6
Feb 1 2015,QUEMADURAS,86
Feb 1 2015,QUEMAS PROHIBIDAS,888
Feb 1 2015,RAPTO / SECUESTRO,819
Feb 1 2015,REMISION DINEROS / ACOMPAÑAMIENTO,4457
Feb 1 2015,RESCATES,181
Feb 1 2015,RESCATES MONTAÑA,4
Feb 1 2015,RESTOS HUMANOS,15
Feb 1 2015,RIÑA,37709
Feb 1 2015,SANGRADO VAGINAL,1
Feb 1 2015,SINTOMAS GASTROINTESTINALES,1982
Feb 1 2015,SISMO,1
Feb 1 2015,SOLICITUD APOYO / DESACATO,1459
Feb 1 2015,SUPLANTACION DE PROFESION U OFICIO,397
Feb 1 2015,TRASTORNO MENTAL,2715
Feb 1 2015,VEHICULO ABANDONADO/MAL ESTACIONADO,9007
Feb 1 2015,VEHICULO HURTADO,959
Feb 1 2015,VEHICULO PELIGROSO,3617
Feb 1 2015,VEHICULO RECUPERADO,88
Feb 1 2015,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,2525
Feb 1 2015,VERIFICAR SITUACION,15630
Feb 1 2015,VIOLENCIA SEXUAL,474
Feb 1 2016,ABEJAS,321
Feb 1 2016,ABORTO,14
Feb 1 2016,ABRIR DOMICILIO,157
Feb 1 2016,ACCIDENTE CEREBRO VASCULAR,3885
Feb 1 2016,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,24613
Feb 1 2016,ACCIDENTE TRANSITO SIMPLE,22791
Feb 1 2016,ACCION SUBVERSIVA,6
Feb 1 2016,ACTOS CONTRA EL AMBIENTE,3206
Feb 1 2016,ALARMA,2335
Feb 1 2016,ALTERACION DEL ORDEN PUBLICO,20524
Feb 1 2016,AMENAZA DE RUINA,80
Feb 1 2016,ANIMAL ATRAPADO,519
Feb 1 2016,ANIMAL MALTRATADO,2247
Feb 1 2016,ANIMAL PELIGROSO,1123
Feb 1 2016,ATRACO / HURTO EN PROCESO,8820
Feb 1 2016,CAIDA DE ALTURA,5086
Feb 1 2016,CONVULSION,184
Feb 1 2016,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2530
Feb 1 2016,DAÑOS EN SERVICIOS PUBLICOS,7386
Feb 1 2016,DELINCUENTE CAPTURADO POR CIVIL,1836
Feb 1 2016,DESLIZAMIENTO,14
Feb 1 2016,DISPAROS,1173
Feb 1 2016,DOLOR TORACICO,1265
Feb 1 2016,ELECTROCUCION / RESCATE,27
Feb 1 2016,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,634
Feb 1 2016,EMBRIAGUEZ,3181
Feb 1 2016,ENFERMO,3582
Feb 1 2016,EVENTO RESPIRATORIO,3505
Feb 1 2016,EXHIBICIONES Y/O ACTOS OBSCENOS,604
Feb 1 2016,EXPLOSION,139
Feb 1 2016,EXTRAVIADOS / DESAPARECIDOS,1723
Feb 1 2016,FUGA DE GAS NATURAL O PROPANO,1966
Feb 1 2016,FUGA DE PRESOS,139
Feb 1 2016,HABITANTE DE LA CALLE,2352
Feb 1 2016,HALLAZGO DE EXPLOSIVOS,102
Feb 1 2016,HERIDOS,44
Feb 1 2016,HURTO EFECTUADO,2930
Feb 1 2016,INCENDIO CON MATPEL,48
Feb 1 2016,INCENDIO ESTRUCTURAL,1437
Feb 1 2016,INCENDIO FORESTAL,4346
Feb 1 2016,INCENDIO VEHICULAR,273
Feb 1 2016,INCIDENTE RESCATE ACUATICO,24
Feb 1 2016,INCONSCIENTE/PARO CARDIORRESPIRATORIO,6133
Feb 1 2016,INDEBIDO USO DE ESTABLECIMIENTO,224
Feb 1 2016,INFORMACION CONFIDENCIAL,726
Feb 1 2016,INTENTO DE SUICIDIO,979
Feb 1 2016,INTENTO/VIOLACION DE DOMICILIO,856
Feb 1 2016,INTOXICACION,1177
Feb 1 2016,INUNDACION,327
Feb 1 2016,INVASION DE TERRENO O EDIFICIO,226
Feb 1 2016,LESIONES PERSONALES,6466
Feb 1 2016,MALTRATO,2255
Feb 1 2016,MALTRATO A MUJER,9262
Feb 1 2016,MANIFESTACION / MOTIN,514
Feb 1 2016,MATPEL,595
Feb 1 2016,MENOR EN ESTABLECIMIENTO MAYORES,119
Feb 1 2016,MENOR O PERSONA ABANDONADA,650
Feb 1 2016,MOVILIDAD / SEÑALIZACION,5179
Feb 1 2016,MUERTE NATURAL,260
Feb 1 2016,MUERTO,163
Feb 1 2016,NARCOTICOS,5427
Feb 1 2016,PANDILLAS JUVENILES,328
Feb 1 2016,PATOLOGIA GINECOBSTETRICA,1152
Feb 1 2016,PERSONA O VEHICULO SOSPECHOSO,9884
Feb 1 2016,PERSONA PIDIENDO AUXILIO,1211
Feb 1 2016,PERSONA TENDIDA EN LA VIA,1117
Feb 1 2016,PORTE ILEGAL DE ARMAS,1873
Feb 1 2016,PREVENCION,4
Feb 1 2016,QUEMADURAS,93
Feb 1 2016,QUEMAS PROHIBIDAS,1308
Feb 1 2016,RAPTO / SECUESTRO,734
Feb 1 2016,REMISION DINEROS / ACOMPAÑAMIENTO,4970
Feb 1 2016,RESCATES,269
Feb 1 2016,RESCATES MONTAÑA,3
Feb 1 2016,RESTOS HUMANOS,9
Feb 1 2016,RIÑA,38635
Feb 1 2016,SINTOMAS GASTROINTESTINALES,2158
Feb 1 2016,SISMO,1
Feb 1 2016,SOLICITUD APOYO / DESACATO,1335
Feb 1 2016,SUPLANTACION DE PROFESION U OFICIO,397
Feb 1 2016,TRASTORNO MENTAL,3513
Feb 1 2016,VEHICULO ABANDONADO/MAL ESTACIONADO,16074
Feb 1 2016,VEHICULO HURTADO,1029
Feb 1 2016,VEHICULO PELIGROSO,4854
Feb 1 2016,VEHICULO RECUPERADO,82
Feb 1 2016,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,2645
Feb 1 2016,VERIFICAR SITUACION,14604
Feb 1 2016,VIOLENCIA SEXUAL,382
Feb 1 2017,ABEJAS,573
Feb 1 2017,ABORTO,1
Feb 1 2017,ABRIR DOMICILIO,111
Feb 1 2017,ACCIDENTE CEREBRO VASCULAR,930
Feb 1 2017,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,14035
Feb 1 2017,ACCIDENTE TRANSITO SIMPLE,18504
Feb 1 2017,ACCION SUBVERSIVA,3
Feb 1 2017,ACTOS CONTRA EL AMBIENTE,3084
Feb 1 2017,ALARMA,2481
Feb 1 2017,ALTERACION DEL ORDEN PUBLICO,33939
Feb 1 2017,AMENAZA DE RUINA,57
Feb 1 2017,ANIMAL ATRAPADO,346
Feb 1 2017,ANIMAL MALTRATADO,3125
Feb 1 2017,ANIMAL PELIGROSO,2292
Feb 1 2017,ATRACO / HURTO EN PROCESO,9113
Feb 1 2017,CAIDA DE ALTURA,924
Feb 1 2017,CONVULSION,1726
Feb 1 2017,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2563
Feb 1 2017,DAÑOS EN SERVICIOS PUBLICOS,1840
Feb 1 2017,DELINCUENTE CAPTURADO POR CIVIL,2232
Feb 1 2017,DESLIZAMIENTO,6
Feb 1 2017,DISPAROS,881
Feb 1 2017,DOLOR TORACICO,852
Feb 1 2017,ELECTROCUCION / RESCATE,16
Feb 1 2017,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,579
Feb 1 2017,EMBRIAGUEZ,4062
Feb 1 2017,ENFERMO,2451
Feb 1 2017,EVENTO RESPIRATORIO,2574
Feb 1 2017,EXHIBICIONES Y/O ACTOS OBSCENOS,722
Feb 1 2017,EXPLOSION,173
Feb 1 2017,EXTRAVIADOS / DESAPARECIDOS,1643
Feb 1 2017,FUGA DE GAS NATURAL O PROPANO,811
Feb 1 2017,FUGA DE PRESOS,128
Feb 1 2017,HABITANTE DE LA CALLE,3426
Feb 1 2017,HALLAZGO DE EXPLOSIVOS,202
Feb 1 2017,HERIDOS,2879
Feb 1 2017,HURTO EFECTUADO,3043
Feb 1 2017,INCENDIO CON MATPEL,27
Feb 1 2017,INCENDIO ESTRUCTURAL,919
Feb 1 2017,INCENDIO FORESTAL,980
Feb 1 2017,INCENDIO VEHICULAR,165
Feb 1 2017,INCIDENTE RESCATE ACUATICO,14
Feb 1 2017,INCONSCIENTE/PARO CARDIORRESPIRATORIO,4460
Feb 1 2017,INDEBIDO USO DE ESTABLECIMIENTO,238
Feb 1 2017,INFORMACION CONFIDENCIAL,670
Feb 1 2017,INTENTO DE SUICIDIO,765
Feb 1 2017,INTENTO/VIOLACION DE DOMICILIO,858
Feb 1 2017,INTOXICACION,572
Feb 1 2017,INUNDACION,336
Feb 1 2017,INVASION DE TERRENO O EDIFICIO,252
Feb 1 2017,LESIONES PERSONALES,4849
Feb 1 2017,MALTRATO,2186
Feb 1 2017,MALTRATO A MUJER,9863
Feb 1 2017,MANIFESTACION / MOTIN,223
Feb 1 2017,MATPEL,381
Feb 1 2017,MENOR EN ESTABLECIMIENTO MAYORES,151
Feb 1 2017,MENOR O PERSONA ABANDONADA,419
Feb 1 2017,MOVILIDAD / SEÑALIZACION,3484
Feb 1 2017,MUERTE NATURAL,273
Feb 1 2017,MUERTO,135
Feb 1 2017,NARCOTICOS,7516
Feb 1 2017,PANDILLAS JUVENILES,196
Feb 1 2017,PATOLOGIA GINECOBSTETRICA,653
Feb 1 2017,PERSONA O VEHICULO SOSPECHOSO,11259
Feb 1 2017,PERSONA PIDIENDO AUXILIO,1012
Feb 1 2017,PERSONA TENDIDA EN LA VIA,643
Feb 1 2017,POLVORA,99
Feb 1 2017,PORTE ILEGAL DE ARMAS,1622
Feb 1 2017,QUEMADURAS,43
Feb 1 2017,QUEMAS PROHIBIDAS,951
Feb 1 2017,RAPTO / SECUESTRO,693
Feb 1 2017,REMISION DINEROS / ACOMPAÑAMIENTO,5181
Feb 1 2017,RESCATES,167
Feb 1 2017,RESCATES MONTAÑA,1
Feb 1 2017,RESTOS HUMANOS,14
Feb 1 2017,RIÑA,37301
Feb 1 2017,SANGRADO VAGINAL,41
Feb 1 2017,SINTOMAS GASTROINTESTINALES,1329
Feb 1 2017,SISMO,16
Feb 1 2017,SOLICITUD APOYO / DESACATO,828
Feb 1 2017,SUPLANTACION DE PROFESION U OFICIO,505
Feb 1 2017,TRASTORNO MENTAL,1850
Feb 1 2017,VEHICULO ABANDONADO/MAL ESTACIONADO,9813
Feb 1 2017,VEHICULO HURTADO,1124
Feb 1 2017,VEHICULO PELIGROSO,3833
Feb 1 2017,VEHICULO RECUPERADO,93
Feb 1 2017,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,3029
Feb 1 2017,VERIFICAR SITUACION,15501
Feb 1 2017,VIOLENCIA SEXUAL,319
Feb 1 2018,ABEJAS,998
Feb 1 2018,ABORTO,4
Feb 1 2018,ABRIR DOMICILIO,161
Feb 1 2018,ACCIDENTE CEREBRO VASCULAR,781
Feb 1 2018,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,11529
Feb 1 2018,ACCIDENTE TRANSITO SIMPLE,16887
Feb 1 2018,ACCION SUBVERSIVA,3
Feb 1 2018,ACTOS CONTRA EL AMBIENTE,4538
Feb 1 2018,ALARMA,2608
Feb 1 2018,ALTERACION DEL ORDEN PUBLICO,26633
Feb 1 2018,AMENAZA DE RUINA,47
Feb 1 2018,ANIMAL ATRAPADO,299
Feb 1 2018,ANIMAL MALTRATADO,3165
Feb 1 2018,ANIMAL PELIGROSO,1301
Feb 1 2018,ATRACO / HURTO EN PROCESO,7982
Feb 1 2018,CAIDA DE ALTURA,695
Feb 1 2018,CONVULSION,1535
Feb 1 2018,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2522
Feb 1 2018,DAÑOS EN SERVICIOS PUBLICOS,1555
Feb 1 2018,DELINCUENTE CAPTURADO POR CIVIL,2562
Feb 1 2018,DESARME,1
Feb 1 2018,DESLIZAMIENTO,12
Feb 1 2018,DISPAROS,917
Feb 1 2018,DOLOR TORACICO,880
Feb 1 2018,ELECTROCUCION / RESCATE,66
Feb 1 2018,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,383
Feb 1 2018,EMBRIAGUEZ,4439
Feb 1 2018,EMERGENCIA AEREA,1
Feb 1 2018,ENFERMO,2347
Feb 1 2018,EVENTO RESPIRATORIO,2223
Feb 1 2018,EXHIBICIONES Y/O ACTOS OBSCENOS,544
Feb 1 2018,EXPLOSION,69
Feb 1 2018,EXTRAVIADOS / DESAPARECIDOS,1270
Feb 1 2018,FUGA DE GAS NATURAL O PROPANO,767
Feb 1 2018,FUGA DE PRESOS,129
Feb 1 2018,HABITANTE DE LA CALLE,2473
Feb 1 2018,HALLAZGO DE EXPLOSIVOS,231
Feb 1 2018,HERIDOS,3016
Feb 1 2018,HURTO EFECTUADO,2860
Feb 1 2018,INCENDIO CON MATPEL,11
Feb 1 2018,INCENDIO ESTRUCTURAL,749
Feb 1 2018,INCENDIO FORESTAL,926
Feb 1 2018,INCENDIO VEHICULAR,163
Feb 1 2018,INCIDENTE RESCATE ACUATICO,27
Feb 1 2018,INCONSCIENTE/PARO CARDIORRESPIRATORIO,3462
Feb 1 2018,INDEBIDO USO DE ESTABLECIMIENTO,505
Feb 1 2018,INFORMACION CONFIDENCIAL,487
Feb 1 2018,INTENTO DE SUICIDIO,690
Feb 1 2018,INTENTO/VIOLACION DE DOMICILIO,833
Feb 1 2018,INTOXICACION,594
Feb 1 2018,INUNDACION,92
Feb 1 2018,INVASION DE TERRENO O EDIFICIO,195
Feb 1 2018,LESIONES PERSONALES,4904
Feb 1 2018,MALTRATO,1705
Feb 1 2018,MALTRATO A MUJER,10646
Feb 1 2018,MANIFESTACION / MOTIN,1121
Feb 1 2018,MATPEL,299
Feb 1 2018,MENOR EN ESTABLECIMIENTO MAYORES,77
Feb 1 2018,MENOR O PERSONA ABANDONADA,527
Feb 1 2018,MOVILIDAD / SEÑALIZACION,3347
Feb 1 2018,MUERTE NATURAL,352
Feb 1 2018,MUERTO,128
Feb 1 2018,NARCOTICOS,7329
Feb 1 2018,PANDILLAS JUVENILES,179
Feb 1 2018,PATOLOGIA GINECOBSTETRICA,471
Feb 1 2018,PERSONA O VEHICULO SOSPECHOSO,10451
Feb 1 2018,PERSONA PIDIENDO AUXILIO,1125
Feb 1 2018,PERSONA TENDIDA EN LA VIA,621
Feb 1 2018,POLVORA,82
Feb 1 2018,PORTE ILEGAL DE ARMAS,1494
Feb 1 2018,QUEMADURAS,51
Feb 1 2018,QUEMAS PROHIBIDAS,1023
Feb 1 2018,RAPTO / SECUESTRO,719
Feb 1 2018,REMISION DINEROS / ACOMPAÑAMIENTO,4144
Feb 1 2018,RESCATES,166
Feb 1 2018,RESCATES MONTAÑA,2
Feb 1 2018,RESTOS HUMANOS,10
Feb 1 2018,RIÑA,38501
Feb 1 2018,SANGRADO VAGINAL,56
Feb 1 2018,SINTOMAS GASTROINTESTINALES,1113
Feb 1 2018,SOLICITUD APOYO / DESACATO,1051
Feb 1 2018,SUPLANTACION DE PROFESION U OFICIO,434
Feb 1 2018,TRASTORNO MENTAL,1737
Feb 1 2018,VEHICULO ABANDONADO/MAL ESTACIONADO,8497
Feb 1 2018,VEHICULO HURTADO,1085
Feb 1 2018,VEHICULO PELIGROSO,3201
Feb 1 2018,VEHICULO RECUPERADO,95
Feb 1 2018,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,1934
Feb 1 2018,VERIFICAR SITUACION,13941
Feb 1 2018,VIOLENCIA SEXUAL,379
Feb 1 2019,ABEJAS,451
Feb 1 2019,ABRIR DOMICILIO,129
Feb 1 2019,ACCIDENTE CEREBRO VASCULAR,827
Feb 1 2019,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,9212
Feb 1 2019,ACCIDENTE TRANSITO SIMPLE,13988
Feb 1 2019,ACCION SUBVERSIVA,1
Feb 1 2019,ACTOS CONTRA EL AMBIENTE,2761
Feb 1 2019,ALARMA,2793
Feb 1 2019,ALTERACION DEL ORDEN PUBLICO,23430
Feb 1 2019,AMENAZA DE RUINA,63
Feb 1 2019,ANIMAL ATRAPADO,320
Feb 1 2019,ANIMAL MALTRATADO,2729
Feb 1 2019,ANIMAL PELIGROSO,1164
Feb 1 2019,ATRACO / HURTO EN PROCESO,7959
Feb 1 2019,CAIDA DE ALTURA,570
Feb 1 2019,CONVULSION,1678
Feb 1 2019,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2328
Feb 1 2019,DAÑOS EN SERVICIOS PUBLICOS,1706
Feb 1 2019,DELINCUENTE CAPTURADO POR CIVIL,2555
Feb 1 2019,DESLIZAMIENTO,4
Feb 1 2019,DISPAROS,859
